,PC1,PC2
0,-0.460493478516,-0.475756175167
1,-0.264974654319,0.642459228605
2,0.647349260085,-0.313223134325
3,0.647073045949,0.507688107207
4,-0.173627587378,-0.777009392923
5,-0.277328265815,-0.791381831717
6,-0.258119608128,-0.810425741709
7,0.0634042795483,-0.779924750325
8,-0.309976996766,-0.199103394881
9,-0.841857465732,-0.218776837401
10,-0.225445900316,0.679246164341
11,0.12688315457,0.780162642595
12,0.342672046629,0.733382730782
13,-0.0286828968936,-0.397528557263
14,-0.79571999901,-0.0842938620513
15,0.731012560958,-0.377344020922
16,-0.712400715952,-0.487365368152
17,-0.0365393746921,-0.627865588013
18,-0.178057124273,0.112501947453
19,0.202344436739,-0.691075611256
20,-0.172010959083,0.259046639757
21,-0.458215872552,-0.411348451123
22,0.0108516183168,0.0845995022893
23,-0.651123249578,-0.215014254631
24,0.622427981383,-0.491740965495
25,-0.372215662736,0.696829814468
26,0.0980975387087,-0.671305388309
27,0.772194316256,-0.30176335793
28,-0.0326948624057,-0.41405971914
29,-0.72998248262,0.287740086112
30,-0.642325895567,0.246869010158
31,0.591348324672,0.593481847395
32,-0.43769420095,0.676107911164
33,0.26809111193,-0.415212239624
34,-0.275058986589,-0.819166080892
35,-0.345167283043,0.627975163572
36,-0.182964280129,-0.845703182424
37,0.602684323575,-0.396290952244
38,0.712899855557,0.339578224943
39,-0.424640787131,-0.774842253753
40,0.624172979478,0.56842823688
41,-0.118334549978,-0.758229167021
42,-0.469231839801,0.226535262825
43,-0.269310759595,0.389652262691
44,-0.184153015125,-0.823323596506
45,0.0198738100615,-0.66578611718
46,-0.834533361018,0.090213402215
47,-0.0257131600403,-0.193045077833
48,-0.300007499768,-0.243682967893
49,0.347703041543,-0.136929248454
50,0.408219124258,0.700052152381
51,0.571910707721,0.146019763987
52,0.352606121107,-0.0835992488598
53,0.633882964077,0.516487227393
54,-0.597728462938,0.045644561206
55,-0.678409126284,-0.414548331011
56,0.409303324187,-0.362895805232
57,-0.722274968485,0.419257688766
58,0.421547940584,-0.688574495321
59,-0.743029528073,0.366521748808
60,-0.622258127245,-0.600488370849
61,0.279127794958,-0.242154326417
62,-0.465127941222,-0.434183768252
63,0.640086519945,-0.533662557858
64,-0.791485933063,0.118098676658
65,0.630975388515,0.488678146599
66,-0.584758468834,0.538701453311
67,0.804156907404,0.00460048066491
68,0.0143718056173,0.71772376628
69,-0.116291380736,-0.825446994275
70,0.756174905658,0.211920828231
71,-0.0378168331596,0.630830677606
72,0.157213833316,-0.811153750306
73,0.387192175718,-0.294482534586
74,0.475358392936,-0.0405286948372
75,-0.187236280499,-0.773790133855
76,-0.812190075438,0.165815225027
77,-0.342612118835,0.0455038984165
78,-0.615007131053,0.431583839324
79,-0.153986754084,0.770047011979
80,0.569680202038,0.594332514872
81,0.715295259094,0.113636606116
82,0.392635078669,-0.0536928655242
83,-0.452566243261,-0.769230084601
84,-0.459230667004,0.577752193662
85,-0.538107320428,-0.728120894264
86,0.547574084945,0.277619705343
87,0.703502428822,0.408723865906
88,0.780145770392,0.268520733837
89,0.322273133298,-0.471295406178
90,0.743802831717,0.123747256754
91,-0.154408480496,-0.374928488802
92,0.504037628006,0.584268404418
93,0.58610026161,-0.566250674157
94,-0.672957738686,-0.157001535258
95,0.585055742017,0.59793936707
96,0.60474428963,-0.142867644425
97,0.212377847369,-0.823271680106
98,-0.792795159838,-0.357061273033
99,0.742828077932,-0.0872758593503
100,0.230069624843,0.767330037106
101,-0.76627178082,0.331941219776
102,-0.85548274963,-0.138353964954
103,0.710439695821,-0.00423387406235
104,0.485791704319,-0.67942638004
105,-0.85372514876,-0.168665313295
106,-0.20706775479,0.262017042822
107,0.750439822591,-0.0507490549934
108,-0.135394262391,0.690770632796
109,-0.586518660144,0.35358943628
110,-0.584086093525,0.134673708505
111,-0.846307195272,-0.139166792007
112,-0.810798149036,-0.331908217647
113,-0.142991891949,0.21732403998
114,0.771610135073,0.247176950977
115,0.670426905761,-0.179273421123
116,0.595749195352,0.547370487401
117,0.0474819900603,-0.626169732527
118,0.58875718701,0.599492960538
119,0.785715886175,0.268024705712
120,-0.488523320806,-0.560154260606
121,-0.393512231178,0.538948574481
122,0.550316105409,0.626135254712
123,0.670107203756,0.493086060311
124,0.303103986623,0.129948726361
125,0.476177595592,-0.64973613685
126,0.771943476869,-0.1225661373
127,0.2705336157,0.783508807611
128,0.716421303526,0.353825935798
129,-0.206011363698,-0.20747243247
130,-0.103437747751,-0.348754358389
131,-0.591873086373,0.473972135059
132,0.165660470429,0.673891719181
133,0.699497791102,0.37807475928
134,-0.20087774697,-0.493614402268
135,0.171994111867,-0.136880697911
136,-0.656831115378,0.463677769374
137,0.630281643205,-0.0206223789445
138,0.565968857611,-0.386321390292
139,-0.378353354228,0.652304339784
140,0.786575589906,0.245446387404
141,-0.114986210141,-0.799364419407
142,0.731763349063,0.370057230815
143,0.0287950701831,-0.813133292037
144,-0.52482450694,0.248269108659
145,-0.0114327074071,-0.811396411887
146,-0.420867397313,-0.635819713414
147,-0.520282140641,-0.201426515015
148,-0.143343408327,0.530551202346
149,0.0148935859051,0.558801269906
150,0.405271810584,0.72528630735
151,-0.435911023491,-0.624489263195
152,-0.368052601991,-0.179896996503
153,0.314952680462,0.506852376364
154,-0.831916628159,0.0202444078566
155,-0.430001977061,0.39335140112
156,-0.0800584558194,-0.772046485399
157,0.600523435229,0.308286282719
158,-0.613169787803,0.361644422707
159,-0.39307019796,-0.79298344766
160,-0.398323047544,-0.784807218967
161,0.68706494108,0.0609390008407
162,-0.328782116115,0.458570944824
163,0.193182684948,-0.174885459855
164,-0.25522594966,-0.484442573788
165,-0.591431346892,-0.174115541169
166,0.0502457982697,-0.840687511137
167,0.288832079737,0.682558110002
168,-0.689204306583,0.0816533881426
169,0.601970469109,-0.202613708056
170,-0.748123877982,-0.453985631136
171,0.748265584385,-0.162751725205
172,-0.782937673124,0.0460042382138
173,0.773345078856,-0.0936407822305
174,0.211769537705,0.510539605705
175,0.73924841125,0.335903251754
176,0.530445678273,0.211137698501
177,0.00835066052168,-0.834382508582
178,-0.222902998612,-0.722123189433
179,0.177199021648,-0.565691146451
180,-0.07884855851,-0.793098638684
181,0.693956580602,-0.463122685811
182,0.292620385966,-0.492939552507
183,-0.494593229033,-0.626763485052
184,-0.380105780229,-0.554237807309
185,0.596622912546,0.192661321059
186,-0.38360838855,0.0946510815264
187,-0.848223332899,-0.235213634872
188,0.583294093923,0.582543844345
189,-0.12712084729,-0.779916177569
190,0.548666030081,0.591857679163
191,0.190472306021,0.159243942209
192,-0.707262174594,-0.229242424876
193,-0.426174937935,0.628614435482
194,0.62089794595,-0.348433580991
195,-0.00283211257115,0.743920653131
196,0.746864891964,0.0115273832951
197,-0.78116523699,-0.286598081174
198,0.384981236955,0.592636197853
199,-0.444500670837,0.341976602418
200,-0.109410513984,0.688070389242
201,-0.352160811789,0.259830902017
202,-0.797181186702,-0.187228592667
203,0.0906262579146,-0.788329473218
204,-0.296005531746,0.254894742246
205,-0.353949380533,0.31724369689
206,-0.695126787223,-0.559633507354
207,0.692619407237,-0.23085833977
208,-0.232937873477,-0.0272907776508
209,0.424353631704,0.664494463775
210,0.333024545601,-0.747182715895
211,-0.724142814315,-0.390712244005
212,-0.669382709227,-0.372109195571
213,0.591664630508,0.272922172311
214,-0.615737412403,0.447368561031
215,0.802918263554,-0.241494697619
216,0.50765193467,0.615297546779
217,0.462043617862,-0.557090644765
218,-0.00290003059683,-0.790752999997
219,0.770705955405,0.0544951286371
220,0.796187608931,0.108717163294
221,-0.727287923173,-0.396951665564
222,-0.739398665648,-0.487782127208
223,0.632576431283,0.552737036069
