,variable,Eigen Values
0,1,4.53385517459
1,2,3.07451744692
2,3,2.05172726228
3,4,1.692524135
4,5,1.10561682578
5,6,1.04775230962
6,7,0.992513228043
7,8,0.860246337369
8,9,0.739586361314
9,10,0.594142470899
10,11,0.482688135411
11,12,0.283358160928
12,13,0.181892513867
13,14,0.073973010606
14,15,0.0601136827851
15,16,0.0378543753589
16,17,0.0223027527004
17,18,7.96348112765e-05
