,PC1,PC2,PC3
0,1.89723624146,-4.27091012106,0.616323456347
1,2.71613330945,-2.25083011128,0.246132305117
2,4.78737168592,0.90430369916,-0.196693323337
3,2.49970785171,-4.23599073799,-1.38013149148
4,2.38439199149,-3.54778665678,0.657918059226
5,3.33856428293,-2.729344384,-0.864790397091
6,3.00475445201,-2.36639991313,0.175273861065
7,3.00427619296,-2.03485674601,-0.495083910605
8,3.7982132807,-1.87437050942,-1.10904395479
9,3.56349084489,-1.58703989921,-1.86232765212
10,4.80588117157,0.952016325648,-0.0773250735635
11,3.44768140017,-2.18403495412,1.31153219137
12,2.26370136599,-3.247513568,1.13844320255
13,2.44615786435,-2.10156130339,0.573618367523
14,2.81686898657,-2.41719001111,0.307714797257
15,4.52188675625,0.433271770666,1.59306946643
16,2.76940308117,-1.62560238554,0.506306816785
17,3.42736323164,-1.74282605123,-1.39089024884
18,4.30300879658,-0.358727859317,2.33302448903
19,2.70144204068,-2.02577558858,0.769345232526
20,2.6862362662,-2.33629353143,0.809641679189
21,3.32832151112,-3.04089797919,-1.23310874324
22,1.31515879542,-2.95575652657,1.54147662553
23,2.97290779615,-0.439669216031,1.17412620228
24,1.64941556692,-1.76526602683,1.98943240028
25,4.3131409527,-0.74298584584,-1.3249624588
26,2.04698254988,0.497641831687,4.46356401162
27,2.58283732055,-2.82334327999,1.08293109303
28,4.00390736481,-1.03507263689,-1.18612096974
29,2.95316459642,-3.04670220231,-1.54779905403
30,0.539002722898,-3.48470805969,2.70319557255
31,5.21728264187,1.58546843638,-0.609150658887
32,1.22373804646,-2.29300503273,1.59731913213
33,3.23288153083,-3.10975443213,-1.39142142147
34,4.38805666247,-0.309130654126,0.055286889992
35,2.67481896208,-2.88063135996,1.44474574287
36,2.67894587283,-3.22793103822,-1.4731102808
37,4.04975223917,-0.214870872407,-1.58445847006
38,3.13515966615,-2.92204896255,-1.84308512236
39,2.68633754825,-2.49456964713,1.10013303153
40,4.42656639235,0.832726793697,3.07613032575
41,0.243193215695,-3.64587827662,2.15001116447
42,1.21816473618,-1.48391284708,2.57929749167
43,3.29826344263,-1.40732354569,1.45713864366
44,0.508427967938,-3.60237716586,0.377308106545
