,PC1,PC2,PC3
0,1.45421407755,-0.675895692593,0.831607478162
1,-0.686123089043,-3.23025945396,0.204455004061
2,-0.52318711909,1.41936978307,1.0180243465
3,-2.56123586306,0.341565915402,0.386819904014
4,2.7847322203,3.34378451996,-1.46433686613
5,2.69833392069,2.33576265893,-0.53020082477
6,3.72972779057,2.97717475578,-0.943727758156
7,1.71752834586,0.929394436921,2.34226548808
8,0.503890262514,-0.536054219153,-0.210687416219
9,3.50243578694,-2.75806865234,-1.10823287512
10,-1.03604763365,-1.51819215252,0.0713751153099
11,-1.38570876661,-0.795656669139,-1.48301168613
12,-3.67660550252,-2.13162982383,-0.0670675529409
13,0.909038306708,1.32028116073,-1.67464766056
14,2.05714689601,-3.80867726284,0.242492032024
15,-1.52800907457,3.5890694941,2.00500059515
16,3.74333953633,-1.12660548985,-1.30896276681
17,1.55352983926,0.127881627009,2.27217053596
18,-0.44466813187,0.808588057703,-0.593719156201
19,0.755649153638,0.941286024902,1.8203876913
20,-0.0960899463844,-1.29377798379,0.142744008135
21,1.66943819338,-0.651398318727,0.690618535579
22,-0.833546924083,2.90043137416,-3.58439469112
23,1.68066179738,0.633287808658,-1.89438787584
24,-0.574648663015,1.84946443698,2.80561938259
25,-0.894420705345,-0.449072802869,-2.27545420985
26,0.899107569906,0.714117889716,1.31236430639
27,-1.43630874422,2.26683470503,1.81907955664
28,0.336533298019,0.63565773213,-0.0407899490065
29,0.948961258992,-2.613046482,-0.578416296065
30,0.632654372376,-3.02621538462,0.112035395353
31,-2.84082584244,-1.62438237941,0.462700231736
32,-0.557728397591,-1.40674587647,-2.04756724993
33,1.06675351738,-1.85620644798,2.3181970082
34,3.30315148806,2.80952255085,-0.133191698609
35,-0.65637190389,-1.55804145146,-0.642978633186
36,2.96736037604,3.20916183051,-0.152777033358
37,-0.321995683621,3.69847698346,-0.829992902181
38,-4.18833898575,2.28275952413,0.416174091174
39,5.97346125245,2.37883278059,-0.285322573742
40,-3.88767120792,-0.781749085402,0.563099946749
41,2.22058441575,3.52766761077,-1.02122210785
42,0.145821094165,-1.62806026385,0.707560066542
43,-0.384573941564,-0.0374078055522,-1.03604278116
44,2.59158202098,1.35192384507,1.98363359136
45,0.972526593836,0.817570619664,1.7153236176
46,1.5999049343,-1.52151111117,-1.72837242506
47,0.0938553084261,1.88939162865,-2.11488450668
48,0.794841175892,-0.57145913096,1.12666381352
49,-0.313005513634,1.59420502207,-1.38057752328
50,-3.21237607194,-2.41946325012,0.365408505965
51,-2.3011135569,2.05703484458,0.0692750203521
52,-0.279335099981,-0.475164412546,0.0100658963967
53,-2.73503403217,-0.817049771302,0.971269965862
54,0.639959485591,-2.10705364537,0.584664755816
55,2.44410607915,-2.62013663953,0.453559432708
56,0.547826118712,0.828159110436,-1.16548763197
57,0.806802771651,-3.06299645722,-2.14494962737
58,0.671009981507,2.08126404848,2.90744147913
59,0.814085876301,-1.55184183774,-2.13656112
60,4.5421223717,0.0188510098237,-1.03594113823
61,0.672512305374,-2.71851495295,1.91465177941
62,1.14908040959,-0.998049676169,0.369184464729
63,-0.0430857960858,1.50489196415,2.37341425877
64,1.49813547461,-0.596532409756,-2.02473275682
65,-2.79494363948,-0.752221697407,0.155883039985
