,PC1,PC2
0,-4.84852691307,-3.45309382581
1,-2.12324516753,-4.80151489192
2,2.32836093384,-5.44571545703
3,-4.50699889326,-4.1267764153
4,-3.60156333554,-3.99030706481
5,-2.45327985476,-5.03586669327
6,-1.66315110442,-4.3189207137
7,-2.43298933692,-5.55990077639
8,-1.33827162828,-5.25296651406
9,-1.12033694162,-5.17001472927
10,2.51946994245,-5.71517336203
11,-1.20716417107,-4.90649077616
12,-3.48357319201,-3.83480956885
13,-1.9277943051,-4.10772168351
14,-1.91307309323,-4.25086603002
15,2.08498843419,-5.44840357459
16,-0.902554051599,-4.33333402234
17,-1.44193113968,-4.97312581085
18,1.58508377669,-5.55638155006
19,-1.50201625506,-4.14277591539
20,-1.86288724539,-4.25941619524
21,-2.92944865176,-5.05539261333
22,-4.23917809583,-2.80542278491
23,-0.0604976052233,-5.42962451582
24,-3.12453008513,-3.63522347396
25,-0.227643531982,-5.6775133702
26,4.32707758143,-4.84576844127
27,-2.64015687142,-4.04032141459
28,-0.562210446199,-5.29848729086
29,-3.10120489643,-4.55409158879
30,-5.59984664261,-1.93865972436
31,3.05725000621,-5.78661617028
32,-4.20693437876,-3.10219804006
33,-2.75081921179,-4.71053372036
34,1.29445485928,-5.82274138311
35,-3.02351658447,-4.28028451234
36,-4.35054083008,-5.04844185689
37,0.364755891876,-5.57748044587
38,-2.89254739421,-4.74504667052
39,-2.30510687027,-4.81131171934
40,3.15609800949,-5.48701002227
41,-5.57869852044,-1.50924926862
42,-4.13346937113,-3.28340766578
43,-0.285578614729,-4.61610468548
44,-6.7828695905,-2.0187368052
45,0.73155901097,-5.74043769757
46,-1.82708910099,-5.07177791014
47,-0.227647912102,-5.34341028654
48,0.199127306348,-5.7308015635
49,-4.53378702508,-2.51559218647
50,1.78131412074,-5.36055383823
51,0.805443283866,-5.42270609384
52,0.406716488358,-5.86601853536
53,4.57907925375,-6.05434339428
54,2.26246147138,-5.51914449118
55,-3.14897360682,-4.1470067072
56,0.39176738678,-5.47076797876
57,4.02822911821,-4.47708691918
58,1.11782226335,-5.940627538
59,-0.737945710988,-4.93721767763
60,2.47241902096,-5.06754275997
61,-1.05231206461,-4.60104638827
62,-2.91488375221,-4.48557315661
63,0.54471899964,2.86473340648
